subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,4,4,aktif,0.98085004,0.7740601,0.9658275,0.82675385,0.9123889,0.9619774,0.9621794,0.76290876,0.9781335,0.85068303,0.92604357,0.9750728,0.97295654,0.6929012,0.5399584,0.58923054,0.7098859,0.70125103,0.8793161,0.96993345,0.9711465,0.97332615,0.8972374,0.9102105,0.9037239,0.9308116,0.9345045,0.99544334
1,4,5,aktif,0.98560125,0.8983139,0.9607099,0.7875474,0.91784674,0.95807153,0.96790266,0.8982897,0.94988286,0.7811518,0.9153228,0.9514368,0.9588567,0.823095,0.7427899,0.7519195,0.87150145,0.86908025,0.80752635,0.9715937,0.9557671,0.97384024,0.8029318,0.87635255,0.8575989,0.9161197,0.9343319,0.99035364
1,4,6,aktif,0.95770586,0.79983383,0.9313285,0.7495943,0.8857017,0.89511985,0.9172942,0.8059569,0.9238711,0.7873014,0.89222103,0.9019409,0.92188704,0.76754904,0.60114044,0.7021787,0.7444739,0.76334137,0.8292513,0.9480843,0.96302706,0.96931595,0.90257466,0.8402377,0.83159745,0.9086364,0.9129736,0.9847944
1,4,7,aktif,0.9350853,0.86589515,0.9330635,0.76263356,0.83543026,0.9040874,0.9150487,0.9121194,0.94606364,0.7575071,0.8518007,0.9251188,0.94206697,0.8753488,0.63771284,0.7561025,0.87826395,0.87962097,0.83438283,0.9093149,0.9618059,0.9773674,0.93189454,0.8228935,0.82965267,0.88263476,0.8926034,0.9849666
1,4,8,aktif,0.92049664,0.8955758,0.86739284,0.69623244,0.81700337,0.8608774,0.86088413,0.8354598,0.9549393,0.80393004,0.91834575,0.94646186,0.9348393,0.7437408,0.5410026,0.6826056,0.7420902,0.72971195,0.9023277,0.97995865,0.98917234,0.99077797,0.95571566,0.90480757,0.8991998,0.9743437,0.97162306,0.9881638
1,4,9,aktif,0.96757215,0.8524426,0.9594031,0.77431786,0.8959394,0.9305758,0.93798506,0.86208296,0.9637971,0.76967436,0.8949365,0.9473782,0.9580825,0.8121136,0.54599035,0.7136744,0.81127316,0.80305964,0.83582973,0.9490831,0.97086555,0.9714627,0.92567825,0.8134016,0.83837754,0.92594373,0.94218665,0.9765892
1,4,10,aktif,0.9589885,0.86270916,0.9166212,0.6469646,0.8569827,0.82533276,0.836117,0.8573693,0.9530695,0.63805693,0.8907939,0.8104523,0.83203197,0.8020633,0.56975627,0.7278603,0.7739215,0.7790295,0.6294479,0.94887155,0.82261616,0.85068727,0.5984067,0.8172557,0.8159647,0.7320989,0.7543872,0.9783374
1,4,11,aktif,0.92490953,0.83711374,0.9033811,0.5405604,0.75504184,0.8433295,0.85142267,0.78777665,0.9515452,0.56694895,0.8350195,0.84445935,0.83945465,0.71321696,0.31605694,0.56217724,0.6684233,0.65958035,0.67399865,0.9062909,0.87559855,0.89348996,0.6966185,0.7501997,0.7757857,0.7717524,0.789013,0.966624
1,4,12,aktif,0.9560782,0.912472,0.9152983,0.6188985,0.8067308,0.9142708,0.9286135,0.87883097,0.94248873,0.63527596,0.8280092,0.9339525,0.94491327,0.8143523,0.47279075,0.6734073,0.8489324,0.86156964,0.7463872,0.9171827,0.93433756,0.94277906,0.8990079,0.7089214,0.70056796,0.86691165,0.86853904,0.98411477
1,4,13,aktif,0.95089626,0.894276,0.9282664,0.65987927,0.81465787,0.90616137,0.90318406,0.84986204,0.9558032,0.72387373,0.8760214,0.91905993,0.92740315,0.78585714,0.48994386,0.66063285,0.7713797,0.77454036,0.80961704,0.9258799,0.96290493,0.9675174,0.9266813,0.76839125,0.7786535,0.87433565,0.89034766,0.979469
1,4,14,aktif,0.9496981,0.9110891,0.9429616,0.7671968,0.82928145,0.93961173,0.9438549,0.87913084,0.96663,0.7874432,0.85306084,0.9534763,0.95865333,0.8463371,0.63764876,0.7292104,0.85275173,0.85130054,0.85168266,0.90424734,0.9636063,0.96943605,0.9539746,0.81722444,0.8273149,0.8703659,0.8837302,0.9830667
1,4,15,aktif,0.96284515,0.87829775,0.91124886,0.77559614,0.8572069,0.89404,0.90803283,0.8687527,0.9410098,0.7981096,0.88598114,0.92432225,0.9354019,0.79078597,0.63737124,0.7163054,0.78631765,0.8009591,0.92108774,0.9749147,0.9723116,0.9784632,0.9684086,0.8922417,0.8883907,0.9400117,0.9401367,0.9910482
