subject,trial,window,label,Fp1-Fp2,Fp1-F3,Fp1-F4,Fp1-C3,Fp1-C4,Fp1-O1,Fp1-O2,Fp2-F3,Fp2-F4,Fp2-C3,Fp2-C4,Fp2-O1,Fp2-O2,F3-F4,F3-C3,F3-C4,F3-O1,F3-O2,F4-C3,F4-C4,F4-O1,F4-O2,C3-C4,C3-O1,C3-O2,C4-O1,C4-O2,O1-O2
1,1,12,verbal,0.74447507,0.41772893,0.8499659,0.862906,0.6682158,0.77010465,0.74635,0.9081604,0.8984619,0.8656675,0.46870777,0.77490664,0.7779812,0.9141419,0.89534044,0.7823132,0.88509166,0.8704698,0.524761,0.84815764,0.8912743,0.64531654,0.84680146,0.7357369,0.53901654,0.33947062,0.5798757,0.6085539
1,1,13,verbal,0.7579726,0.8833605,0.8378595,0.8537184,0.84446645,0.7739359,0.75175714,0.9181837,0.8885882,0.8615318,0.7135766,0.7566935,0.7781773,0.89367396,0.8746308,0.9375852,0.886084,0.84922445,0.67289764,0.76588297,0.849824,0.8338717,0.82537204,0.7830246,0.7030463,0.1924215,0.5877637,0.6642004
1,1,14,verbal,0.92842895,0.14484453,0.9607316,0.9168685,0.90830356,0.96641356,0.9489955,0.7261856,0.82605195,0.70931506,0.6055063,0.721357,0.8495081,0.95981634,0.96850955,0.939577,0.94086087,0.8967083,0.52920866,0.9132049,0.946434,0.17606008,0.8804282,0.74058706,0.28849962,0.40191433,0.703297,0.77770096
1,1,15,verbal,0.5683246,0.75078243,0.7828768,0.74123615,0.5397802,0.6756638,0.719507,0.70301497,0.8971118,0.75077176,0.34228012,0.77085346,0.8898208,0.7461501,0.6336228,0.6236138,0.70729864,0.7564953,0.35722277,0.69072235,0.75456613,0.636867,0.5959289,0.5071381,0.45230895,0.22838646,0.38816324,0.43547478
1,2,1,verbal,0.6166234,0.7852143,0.7944146,0.8482597,0.3245039,0.6092031,0.5759607,0.86192805,0.8374993,0.8372036,0.09335198,0.5956195,0.61746764,0.8206218,0.80199295,0.56242585,0.74588555,0.7328356,0.3492894,0.69034654,0.80640805,0.69302887,0.64443296,0.6171285,0.56545895,0.3909475,0.5543209,0.4145428
1,2,2,verbal,0.9611518,0.3472868,0.9683344,0.9688778,0.91838837,0.9568542,0.9530492,0.80359405,0.9460705,0.94671786,0.8448734,0.9008296,0.93301284,0.9370722,0.93641603,0.8864835,0.93159413,0.94031364,0.8660576,0.74251443,0.8502561,0.41404983,0.8543871,0.8739733,0.7545575,0.39740866,0.5653862,0.8273125
1,2,3,verbal,0.6692992,0.28100228,0.8885124,0.9166512,0.39532277,0.8456803,0.8947125,0.5716803,0.69677734,0.7436794,0.039277233,0.5959418,0.84940094,0.819257,0.74294144,0.66917557,0.83556485,0.7152638,0.6483048,0.4751216,0.5521224,0.34551737,0.6737616,0.62545913,0.39009827,0.12848471,0.34402674,0.40160403
1,2,4,verbal,0.91191155,0.28963718,0.8920052,0.3857057,0.3732377,0.9742989,0.9446257,0.5698972,0.8085676,0.31042388,0.07591843,0.74873626,0.855643,0.7028897,0.01511131,0.5994795,0.6352553,0.76733106,0.3378494,0.4260556,0.42562267,0.36106303,0.62354183,0.121436164,0.2123764,0.1537993,0.23592605,0.40897462
1,2,5,verbal,0.76034206,0.3266605,0.8107193,0.28743333,0.24654989,0.75496775,0.9151763,0.4974864,0.7385881,0.23192523,0.017643528,0.46337304,0.81901,0.66403913,0.09960988,0.041335158,0.5551744,0.8015513,0.25241968,0.23567857,0.39582804,0.25716397,0.15184478,0.042911474,0.17833489,0.12933144,0.24842174,0.39000216
1,2,6,verbal,0.97814053,0.25752604,0.9834302,0.9880538,0.965083,0.98000175,0.9749386,0.97501576,0.98514396,0.9837807,0.9428557,0.9719086,0.97100437,0.9836041,0.9841888,0.9690845,0.98318344,0.9816422,0.881167,0.6494952,0.9384064,0.4804154,0.74821633,0.93289745,0.6518992,0.16928712,0.71208453,0.9337725
1,2,7,verbal,0.9995986,0.99163115,0.99973166,0.99964005,0.99952054,0.9997494,0.99957645,0.99965763,0.999776,0.9997073,0.9993203,0.99985117,0.99957407,0.9998037,0.9997338,0.9996973,0.9998039,0.99969745,0.99951917,0.99893594,0.9996785,0.7114218,0.99989307,0.9996512,0.995045,0.37179172,0.9978941,0.9991663
1,2,8,verbal,0.994029,0.9605096,0.98727876,0.9723483,0.97737575,0.98974335,0.9913716,0.9790503,0.983353,0.96529615,0.9609547,0.98544294,0.9901216,0.9776125,0.957081,0.9658942,0.9742193,0.9833373,0.93141395,0.9727168,0.9342211,0.029920552,0.9486383,0.90680134,0.86982155,0.2655734,0.9842851,0.9693103
1,2,9,verbal,0.095272325,0.23272012,0.39749804,0.030961957,0.20157437,0.23611656,0.43021682,0.65936756,0.642449,0.23191488,0.034458764,0.43835685,0.6498883,0.78645957,0.39946064,0.56808513,0.78014034,0.81169933,0.18946736,0.47130728,0.4618656,0.34262165,0.20364259,0.061683726,0.1717841,0.23287918,0.32180047,0.30779487
